1position_x,2positon_y,3position_x,4positon_y,5position_x,6positon_y,7position_x,8positon_y,9position_x,10positon_y,11position_x,12positon_y,13position_x,14positon_y,15position_x,16positon_y,17position_x,18positon_y,19position_x,20positon_y,21position_x,22positon_y,23position_x,24positon_y
1,5848.873046875,4357.39990234375,3388.520751953125,3131.158203125,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.84228515625,4578.57470703125,18,19,20,21,22.0,23.0,24
1,5847.48291015625,4358.8134765625,3389.52099609375,3131.480712890625,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5942.06103515625,4576.7119140625,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4411.7001953125,626.237548828125,-3077.200927734375,1747.533203125,16.0,17.0,18,19,20,21,-3150.76953125,545.116943359375,24
1,5847.6416015625,4357.19287109375,3389.601806640625,3131.162353515625,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.44482421875,4575.98193359375,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4411.216796875,625.9771118164062,-3077.8359375,1748.646728515625,16.0,17.0,18,19,20,21,-3149.0888671875,544.8406372070312,24
1,5847.30517578125,4359.6572265625,3389.5673828125,3131.4658203125,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.283203125,4575.27197265625,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.46240234375,625.4693603515625,-3077.638916015625,1748.36181640625,16.0,17.0,18,19,20,21,-3150.326416015625,545.289306640625,24
1,5847.86376953125,4357.3505859375,3389.56005859375,3132.306640625,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5940.67578125,4576.5576171875,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.7392578125,625.91650390625,-3076.801025390625,1748.7874755859375,16.0,17.0,18,19,20,21,-3149.109130859375,545.1797485351562,24
1,5848.3359375,4359.06201171875,3389.366455078125,3132.86083984375,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5940.6787109375,4576.064453125,18,19,20,21,22.0,23.0,24
1,5847.228515625,4356.5087890625,3389.3203125,3131.878662109375,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.296875,4575.0654296875,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.6748046875,625.9734497070312,-3077.262939453125,1747.3193359375,16.0,17.0,18,19,20,21,-3149.041015625,545.3150634765625,24
1,5848.51708984375,4357.38623046875,3389.669921875,3132.15673828125,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.17578125,4574.25,18,19,20,21,22.0,23.0,24
1,5847.9619140625,4357.5078125,3389.5673828125,3130.2138671875,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.1640625,4575.3662109375,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4409.92626953125,625.3648681640625,-3077.493896484375,1748.1817626953125,16.0,17.0,18,19,20,21,-3149.27783203125,545.4850463867188,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.19189453125,626.6552124023438,-3077.7216796875,1747.29052734375,16.0,17.0,18,19,20,21,-3149.895751953125,544.87646484375,24
1,5847.82763671875,4357.32373046875,3390.326416015625,3131.768310546875,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.44091796875,4575.04296875,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.7060546875,625.910888671875,-3076.94482421875,1748.36181640625,16.0,17.0,18,19,20,21,-3151.017578125,544.7156372070312,24
1,5847.67236328125,4359.48974609375,3389.110595703125,3132.0400390625,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.7939453125,4575.505859375,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.76171875,625.29736328125,-3077.374755859375,1747.2447509765625,16.0,17.0,18,19,20,21,-3149.577392578125,544.1378173828125,24
1,5847.6767578125,4357.00048828125,3390.20654296875,3131.692626953125,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5942.43310546875,4575.19189453125,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4411.0322265625,625.6063232421875,-3076.861572265625,1748.079833984375,16.0,17.0,18,19,20,21,-3148.431396484375,544.7040405273438,24
1,5847.85009765625,4359.3583984375,3389.724365234375,3130.75390625,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.39404296875,4575.61474609375,18,19,20,21,22.0,23.0,24
1,5848.060546875,4357.20751953125,3390.483642578125,3131.46630859375,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5940.19775390625,4575.921875,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4411.470703125,624.9999389648438,-3077.184814453125,1748.5233154296875,16.0,17.0,18,19,20,21,-3150.61376953125,545.3160400390625,24
1,5848.046875,4358.84033203125,3389.780517578125,3132.550537109375,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.2744140625,4575.89013671875,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.5439453125,625.7876586914062,-3077.88916015625,1747.9708251953125,16.0,17.0,18,19,20,21,-3148.578857421875,544.663818359375,24
1,5848.48681640625,4360.2646484375,3389.9111328125,3131.895751953125,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.91748046875,4575.185546875,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.84619140625,625.9759521484375,-3076.70947265625,1748.3265380859375,16.0,17.0,18,19,20,21,-3149.23681640625,544.5631103515625,24
1,5848.58251953125,4357.576171875,3389.80322265625,3131.696533203125,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5942.25244140625,4575.701171875,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.83056640625,626.4435424804688,-3077.05322265625,1748.189453125,16.0,17.0,18,19,20,21,-3149.10888671875,544.8079223632812,24
1,5847.69677734375,4360.09228515625,3389.656494140625,3132.029296875,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.6201171875,4577.05517578125,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4411.32275390625,624.888671875,-3077.153564453125,1749.6485595703125,16.0,17.0,18,19,20,21,-3150.326171875,546.2677001953125,24
1,5848.31982421875,4357.62939453125,3389.42431640625,3131.957763671875,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5940.03369140625,4575.8330078125,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.67431640625,626.1299438476562,-3077.802490234375,1747.6241455078125,16.0,17.0,18,19,20,21,-3149.526611328125,545.0127563476562,24
1,5848.7568359375,4356.75341796875,3389.097900390625,3132.298828125,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.51513671875,4575.2744140625,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4409.59912109375,624.5687255859375,-3077.3232421875,1747.5948486328125,16.0,17.0,18,19,20,21,-3150.468017578125,544.8792114257812,24
1,5848.2353515625,4359.693359375,3389.316650390625,3130.70849609375,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.79443359375,4575.845703125,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.8994140625,625.9771118164062,-3077.3232421875,1748.2918701171875,16.0,17.0,18,19,20,21,-3148.131591796875,544.540283203125,24
1,5847.498046875,4358.25732421875,3390.18212890625,3132.346435546875,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.6923828125,4576.20947265625,18,19,20,21,22.0,23.0,24
1,5848.802734375,4357.8701171875,3389.1708984375,3131.5537109375,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5942.0048828125,4574.9482421875,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4409.92919921875,625.062255859375,-3077.708251953125,1748.387939453125,16.0,17.0,18,19,20,21,-3149.87646484375,544.5408325195312,24
1,5848.2587890625,4358.37548828125,3389.86669921875,3132.526123046875,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.0126953125,4575.64013671875,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4409.54345703125,625.777099609375,-3077.4140625,1749.594482421875,16.0,17.0,18,19,20,21,-3148.9228515625,545.27001953125,24
1,5847.310546875,4359.32763671875,3389.630126953125,3131.453369140625,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.81982421875,4574.73681640625,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.1083984375,625.7241821289062,-3077.165283203125,1747.9271240234375,16.0,17.0,18,19,20,21,-3148.796630859375,544.7061767578125,24
1,5849.12158203125,4357.1103515625,3388.857177734375,3131.243408203125,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.59521484375,4575.0859375,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.00244140625,624.6619262695312,-3077.227783203125,1747.848388671875,16.0,17.0,18,19,20,21,-3149.062744140625,544.7015991210938,24
1,5848.62841796875,4359.8681640625,3390.406005859375,3131.510009765625,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.73486328125,4575.6669921875,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4411.537109375,626.7538452148438,-3076.99951171875,1749.0228271484375,16.0,17.0,18,19,20,21,-3150.37744140625,545.2745971679688,24
1,5848.34423828125,4357.1123046875,3389.080322265625,3132.2958984375,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.15576171875,4575.76806640625,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.5185546875,625.7537841796875,-3076.471435546875,1748.176025390625,16.0,17.0,18,19,20,21,-3148.878662109375,544.5664672851562,24
1,5847.67333984375,4357.7958984375,3389.531982421875,3132.1318359375,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.14111328125,4576.4248046875,18,19,20,21,22.0,23.0,24
1,5848.65380859375,4355.478515625,3389.75634765625,3131.97705078125,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5940.70068359375,4576.0576171875,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.5693359375,625.5740966796875,-3076.949951171875,1749.5980224609375,16.0,17.0,18,19,20,21,-3149.379638671875,545.4178466796875,24
1,5847.6689453125,4357.19580078125,3390.57861328125,3131.733642578125,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.10498046875,4575.9287109375,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.95556640625,626.5065307617188,-3077.231689453125,1747.564208984375,16.0,17.0,18,19,20,21,-3149.430908203125,544.2083129882812,24
1,5848.83154296875,4356.91259765625,3389.12109375,3131.571533203125,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5942.0478515625,4575.9658203125,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4409.46875,625.565185546875,-3077.031982421875,1747.7049560546875,16.0,17.0,18,19,20,21,-3150.75390625,545.2722778320312,24
1,5847.50927734375,4357.359375,3390.77587890625,3130.8466796875,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5940.728515625,4575.76220703125,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4411.22998046875,626.068603515625,-3076.965087890625,1748.8741455078125,16.0,17.0,18,19,20,21,-3149.9208984375,545.2333984375,24
1,5848.09765625,4358.65234375,3389.325927734375,3131.885498046875,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5942.7314453125,4575.4033203125,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4409.49853515625,625.1195068359375,-3078.12353515625,1748.7374267578125,16.0,17.0,18,19,20,21,-3150.514892578125,546.0072021484375,24
1,5847.68798828125,4357.30615234375,3389.86279296875,3131.275146484375,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.55126953125,4575.25390625,18,19,20,21,22.0,23.0,24
1,5848.53125,4358.53759765625,3388.182861328125,3131.95458984375,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.85791015625,4575.65771484375,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.61865234375,625.9091796875,-3077.45703125,1748.9940185546875,16.0,17.0,18,19,20,21,-3149.161376953125,544.0724487304688,24
1,5847.5947265625,4357.33935546875,3389.16845703125,3131.83203125,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5942.2431640625,4574.83056640625,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.20361328125,626.3789672851562,-3077.648193359375,1747.271240234375,16.0,17.0,18,19,20,21,-3149.978515625,544.7481079101562,24
1,5848.0595703125,4358.4208984375,3388.74365234375,3132.5546875,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5942.2998046875,4576.22998046875,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.423828125,626.1604614257812,-3077.452880859375,1747.4627685546875,16.0,17.0,18,19,20,21,-3149.096435546875,545.0839233398438,24
1,5847.40478515625,4357.0654296875,3389.72265625,3132.197998046875,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.15380859375,4575.8359375,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4409.8017578125,625.1801147460938,-3078.219482421875,1748.3438720703125,16.0,17.0,18,19,20,21,-3150.680908203125,545.1260986328125,24
1,5849.34521484375,4357.55126953125,3388.6845703125,3131.760498046875,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.93505859375,4576.92578125,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4411.16552734375,626.4500122070312,-3077.02587890625,1747.3212890625,16.0,17.0,18,19,20,21,-3150.32763671875,545.005859375,24
1,5847.71044921875,4359.77734375,3389.76025390625,3131.45458984375,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5942.4345703125,4575.92529296875,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.45849609375,624.7518310546875,-3078.040771484375,1748.0509033203125,16.0,17.0,18,19,20,21,-3150.4658203125,544.203125,24
1,5847.75439453125,4357.7685546875,3389.11474609375,3131.5185546875,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.63427734375,4575.9453125,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.66748046875,626.1920776367188,-3077.080810546875,1748.43994140625,16.0,17.0,18,19,20,21,-3149.478759765625,545.1302490234375,24
1,5848.64599609375,4360.0126953125,3389.81103515625,3131.421142578125,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5942.37646484375,4576.33544921875,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.447265625,624.95703125,-3077.6845703125,1746.9952392578125,16.0,17.0,18,19,20,21,-3149.39208984375,544.9384155273438,24
1,5849.31494140625,4357.99169921875,3388.772705078125,3132.813720703125,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.2607421875,4574.42333984375,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.45068359375,625.8375854492188,-3077.0703125,1747.694091796875,16.0,17.0,18,19,20,21,-3150.156005859375,544.9373168945312,24
1,5847.736328125,4357.1513671875,3389.97021484375,3131.998046875,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.5869140625,4577.62548828125,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.85400390625,626.037109375,-3077.00732421875,1748.6051025390625,16.0,17.0,18,19,20,21,-3149.52978515625,544.6752319335938,24
1,5848.55322265625,4359.0771484375,3389.194091796875,3132.2216796875,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.658203125,4575.65087890625,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.015625,625.568359375,-3077.4521484375,1747.787109375,16.0,17.0,18,19,20,21,-3150.599853515625,545.2857055664062,24
1,5848.2841796875,4357.45263671875,3389.12646484375,3131.238037109375,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5939.88916015625,4575.1513671875,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.83984375,625.8467407226562,-3077.05908203125,1748.4959716796875,16.0,17.0,18,19,20,21,-3150.91796875,545.1417236328125,24
1,5847.21142578125,4357.291015625,3389.67529296875,3131.673828125,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5940.77197265625,4575.20166015625,18,19,20,21,22.0,23.0,24
1,5848.4951171875,4358.236328125,3390.808837890625,3131.721923828125,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5941.9228515625,4575.875,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.48681640625,624.1441650390625,-3077.836181640625,1748.501220703125,16.0,17.0,18,19,20,21,-3151.02880859375,544.45654296875,24
1,5846.8310546875,4357.216796875,3390.39013671875,3131.608642578125,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5942.26904296875,4575.552734375,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4410.57470703125,626.0362548828125,-3077.1162109375,1749.14013671875,16.0,17.0,18,19,20,21,-3149.36767578125,545.2644653320312,24
1,5848.091796875,4357.97119140625,3390.309814453125,3132.162109375,6,7,8,9,10,11,12.0,13.0,14.0,15.0,5942.091796875,4575.99951171875,18,19,20,21,22.0,23.0,24
1,2.0,3.0,4.0,5.0,6,7,8,9,10,11,-4409.95947265625,625.5194702148438,-3076.646240234375,1747.4190673828125,16.0,17.0,18,19,20,21,-3150.465576171875,544.7769775390625,24
